FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR_code,HTR_code,Date,HomeTeam,AwayTeam,League,HomeTeamCode,AwayTeamCode
4,0,2,0,17,11,8,5,8,2,18,7,1,2,0,0,1,1,21/08/2021,Inter,Genoa,serie_a,6,5
2,3,0,1,12,15,4,8,7,4,11,12,3,2,1,0,-1,-1,21/08/2021,Verona,Sassuolo,serie_a,19,14
1,3,1,3,16,8,5,5,5,3,13,10,2,1,0,0,-1,-1,21/08/2021,Empoli,Lazio,serie_a,3,8
1,2,0,1,19,6,8,2,5,1,17,13,2,2,0,0,-1,-1,21/08/2021,Torino,Atalanta,serie_a,16,0
3,2,0,0,18,8,7,4,9,4,13,15,6,3,2,1,1,0,22/08/2021,Bologna,Salernitana,serie_a,1,12
2,2,0,2,11,11,6,4,3,3,11,12,1,3,0,0,0,-1,22/08/2021,Udinese,Juventus,serie_a,17,7
2,0,0,0,13,8,4,4,2,2,5,22,1,7,1,0,1,0,22/08/2021,Napoli,Venezia,serie_a,10,18
3,1,1,0,11,11,6,8,4,4,12,14,3,2,1,1,1,1,22/08/2021,Roma,Fiorentina,serie_a,11,4
2,2,0,1,16,13,10,6,11,4,17,17,2,3,0,0,0,-1,23/08/2021,Cagliari,Spezia,serie_a,2,15
0,1,0,1,11,10,3,4,8,3,16,14,3,1,0,0,-1,-1,23/08/2021,Sampdoria,Milan,serie_a,13,9
3,0,1,0,18,8,10,3,7,2,11,8,2,3,0,0,1,1,27/08/2021,Udinese,Venezia,serie_a,17,18
1,3,1,0,4,15,1,8,6,4,13,12,2,2,0,0,-1,1,27/08/2021,Verona,Inter,serie_a,19,6
0,0,0,0,21,3,3,1,5,5,11,14,2,5,0,0,0,0,28/08/2021,Atalanta,Bologna,serie_a,0,1
6,1,3,1,18,5,10,2,4,2,12,9,0,2,0,1,1,1,28/08/2021,Lazio,Spezia,serie_a,8,15
2,1,1,0,10,4,7,1,3,3,13,28,4,5,0,0,1,1,28/08/2021,Fiorentina,Torino,serie_a,4,16
0,1,0,1,20,9,6,3,8,9,11,6,2,3,0,0,-1,-1,28/08/2021,Juventus,Empoli,serie_a,7,3
1,2,0,1,7,12,3,8,4,5,17,15,2,3,0,0,-1,-1,29/08/2021,Genoa,Napoli,serie_a,5,10
0,0,0,0,19,13,6,3,8,6,9,14,2,2,0,0,0,0,29/08/2021,Sassuolo,Sampdoria,serie_a,14,13
4,1,4,1,17,6,5,2,8,3,12,11,1,5,0,0,1,1,29/08/2021,Milan,Cagliari,serie_a,9,2
0,4,0,0,4,21,0,10,1,10,12,11,2,2,0,0,-1,0,29/08/2021,Salernitana,Roma,serie_a,12,11
1,2,0,1,17,10,6,3,8,2,12,21,2,5,0,0,-1,-1,11/09/2021,Empoli,Venezia,serie_a,3,18
2,1,0,1,24,7,7,4,13,1,14,16,2,1,0,0,1,-1,11/09/2021,Napoli,Juventus,serie_a,10,7
1,2,0,1,10,7,5,2,10,3,14,19,5,4,0,0,-1,-1,11/09/2021,Atalanta,Fiorentina,serie_a,0,4
2,2,1,2,12,8,3,3,4,4,12,13,4,4,0,0,0,-1,12/09/2021,Sampdoria,Inter,serie_a,13,6
2,3,1,0,8,9,3,3,2,6,15,15,2,3,0,0,-1,1,12/09/2021,Cagliari,Genoa,serie_a,2,5
0,1,0,0,20,8,5,4,4,5,12,14,1,2,0,0,-1,0,12/09/2021,Spezia,Udinese,serie_a,15,17
4,0,1,0,15,7,7,2,7,4,10,11,0,2,0,0,1,1,12/09/2021,Torino,Salernitana,serie_a,16,12
2,0,1,0,17,7,3,5,5,1,9,18,1,4,0,0,1,1,12/09/2021,Milan,Lazio,serie_a,9,8
2,1,1,0,19,13,9,7,4,6,7,11,2,1,0,0,1,1,12/09/2021,Roma,Sassuolo,serie_a,11,14
1,0,0,0,13,5,4,1,6,2,14,21,1,3,0,0,1,0,13/09/2021,Bologna,Verona,serie_a,1,19
0,1,0,0,9,18,1,6,6,3,7,20,0,4,0,0,-1,0,17/09/2021,Sassuolo,Torino,serie_a,14,16
1,2,0,0,9,16,3,5,1,11,13,16,4,4,0,0,-1,0,18/09/2021,Genoa,Fiorentina,serie_a,5,4
6,1,3,0,19,7,11,2,5,1,10,9,0,3,0,0,1,1,18/09/2021,Inter,Bologna,serie_a,6,1
0,1,0,0,11,10,1,3,6,4,21,13,4,4,0,0,-1,0,18/09/2021,Salernitana,Atalanta,serie_a,12,0
0,3,0,1,15,14,4,7,8,8,10,10,2,2,0,0,-1,-1,19/09/2021,Empoli,Sampdoria,serie_a,3,13
1,2,0,1,14,12,3,3,3,10,13,10,4,1,0,0,-1,-1,19/09/2021,Venezia,Spezia,serie_a,18,15
2,2,1,0,28,10,10,3,10,1,3,11,1,3,0,1,0,1,19/09/2021,Lazio,Cagliari,serie_a,8,2
3,2,0,1,10,15,6,2,3,8,14,13,4,2,0,0,1,-1,19/09/2021,Verona,Roma,serie_a,19,11
1,1,1,0,9,13,4,3,4,4,13,16,1,1,0,0,0,1,19/09/2021,Juventus,Milan,serie_a,7,9
0,4,0,2,9,18,1,8,2,5,10,11,2,1,0,0,-1,-1,20/09/2021,Udinese,Napoli,serie_a,17,10
2,2,0,0,17,11,6,6,7,2,14,15,3,4,0,0,0,0,21/09/2021,Bologna,Genoa,serie_a,1,5
