FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR_code,HTR_code,Date,HomeTeam,AwayTeam,League,HomeTeamCode,AwayTeamCode
2,1,1.0,0.0,19,4,4,1,3,1,11,16,1,3,0,0,1,1.0,20/08/2016,Juventus,Fiorentina,serie_a,9,6
4,0,0.0,0.0,25,11,9,1,10,5,8,14,0,2,0,0,1,0.0,20/08/2016,Roma,Udinese,serie_a,15,19
3,4,0.0,3.0,19,11,6,6,7,2,5,16,2,2,0,0,-1,-1.0,21/08/2016,Atalanta,Lazio,serie_a,0,10
1,0,0.0,0.0,20,5,6,0,5,3,7,17,1,1,0,0,1,0.0,21/08/2016,Bologna,Crotone,serie_a,1,4
2,0,0.0,0.0,12,13,4,3,4,8,15,13,2,4,0,0,1,0.0,21/08/2016,Chievo,Inter,serie_a,3,8
0,1,0.0,1.0,8,15,3,5,2,5,17,32,3,4,1,0,-1,-1.0,21/08/2016,Empoli,Sampdoria,serie_a,5,16
3,1,0.0,0.0,22,4,6,3,6,1,13,10,4,3,0,0,1,0.0,21/08/2016,Genoa,Cagliari,serie_a,7,2
3,2,1.0,0.0,11,20,5,4,10,10,13,20,0,3,1,0,1,1.0,21/08/2016,Milan,Torino,serie_a,11,18
0,1,0.0,1.0,7,22,2,8,4,8,19,15,1,2,1,0,-1,-1.0,21/08/2016,Palermo,Sassuolo,serie_a,13,17
2,2,2.0,0.0,9,22,3,4,3,9,10,12,3,2,0,0,0,1.0,21/08/2016,Pescara,Napoli,serie_a,14,12
0,1,0.0,0.0,6,13,1,5,4,2,16,5,1,2,0,0,-1,0.0,27/08/2016,Lazio,Juventus,serie_a,10,9
4,2,2.0,0.0,17,12,8,3,9,4,13,15,5,4,0,2,1,1.0,27/08/2016,Napoli,Milan,serie_a,12,11
2,2,0.0,1.0,17,21,5,7,4,3,21,9,3,1,0,0,0,-1.0,28/08/2016,Cagliari,Roma,serie_a,2,15
1,3,1.0,0.0,11,18,3,8,1,6,16,17,2,2,0,0,-1,1.0,28/08/2016,Crotone,Genoa,serie_a,4,7
1,0,1.0,0.0,13,9,3,2,4,4,8,16,0,2,0,0,1,1.0,28/08/2016,Fiorentina,Chievo,serie_a,6,3
1,1,0.0,0.0,22,7,5,3,8,4,16,24,1,5,0,0,0,0.0,28/08/2016,Inter,Palermo,serie_a,8,13
2,1,2.0,1.0,8,7,4,1,3,1,13,16,1,4,0,1,1,1.0,28/08/2016,Sampdoria,Atalanta,serie_a,16,0
0,3,,,13,15,3,5,2,7,12,21,2,2,0,0,-1,,28/08/2016,Sassuolo,Pescara,serie_a,17,14
5,1,2.0,1.0,20,10,11,2,6,3,14,12,1,2,0,0,1,1.0,28/08/2016,Torino,Bologna,serie_a,18,1
2,0,1.0,0.0,11,13,3,4,4,5,15,19,3,3,0,1,1,1.0,28/08/2016,Udinese,Empoli,serie_a,19,5
3,1,3.0,1.0,23,9,10,3,14,5,10,12,1,2,0,0,1,1.0,10/09/2016,Juventus,Sassuolo,serie_a,9,17
0,3,0.0,0.0,5,17,1,7,2,4,14,7,0,0,0,0,-1,0.0,10/09/2016,Palermo,Napoli,serie_a,13,12
2,1,0.0,0.0,22,14,3,7,4,4,16,20,2,2,0,0,1,0.0,11/09/2016,Atalanta,Torino,serie_a,0,18
2,1,1.0,0.0,17,11,10,5,9,4,13,9,1,3,0,1,1,1.0,11/09/2016,Bologna,Cagliari,serie_a,1,2
1,1,0.0,0.0,7,11,4,3,2,1,14,15,2,5,0,0,0,0.0,11/09/2016,Chievo,Lazio,serie_a,3,10
0,1,0.0,0.0,14,10,2,2,8,8,10,9,1,5,0,0,-1,0.0,11/09/2016,Milan,Udinese,serie_a,11,19
1,2,0.0,0.0,10,22,5,7,3,13,14,10,1,1,0,0,-1,0.0,11/09/2016,Pescara,Inter,serie_a,14,8
3,2,1.0,2.0,24,12,8,7,11,7,12,13,3,2,0,0,1,-1.0,11/09/2016,Roma,Sampdoria,serie_a,15,16
2,1,1.0,1.0,13,6,5,2,5,0,16,20,1,1,0,1,1,0.0,12/09/2016,Empoli,Crotone,serie_a,5,4
0,1,0.0,0.0,12,10,3,3,8,5,12,16,2,3,0,0,-1,0.0,16/09/2016,Sampdoria,Milan,serie_a,16,11
3,0,0.0,0.0,23,10,11,3,11,2,12,14,2,2,0,0,1,0.0,17/09/2016,Lazio,Pescara,serie_a,10,14
3,1,1.0,0.0,21,9,10,3,6,3,11,7,0,1,0,1,1,1.0,17/09/2016,Napoli,Bologna,serie_a,12,1
3,0,1.0,0.0,12,7,9,2,3,4,10,19,2,2,0,0,1,1.0,18/09/2016,Cagliari,Atalanta,serie_a,2,0
1,1,1.0,0.0,11,12,1,5,3,7,19,9,3,2,0,0,0,1.0,18/09/2016,Crotone,Palermo,serie_a,4,13
1,0,0.0,0.0,8,14,4,3,5,6,10,11,1,1,0,0,1,0.0,18/09/2016,Fiorentina,Roma,serie_a,6,15
2,1,0.0,0.0,16,9,3,2,5,4,13,18,2,3,1,0,1,0.0,18/09/2016,Inter,Juventus,serie_a,8,9
2,0,0.0,0.0,11,17,6,5,3,8,15,17,0,2,0,1,1,0.0,18/09/2016,Sassuolo,Genoa,serie_a,17,7
0,0,0.0,0.0,15,5,5,2,8,5,19,7,4,3,0,0,0,0.0,18/09/2016,Torino,Empoli,serie_a,18,5
1,2,1.0,0.0,8,20,4,6,5,7,16,9,3,4,0,0,-1,1.0,18/09/2016,Udinese,Chievo,serie_a,19,3
2,0,1.0,0.0,17,20,8,5,3,8,16,12,1,4,0,0,1,1.0,20/09/2016,Milan,Lazio,serie_a,11,10
0,1,0.0,0.0,16,7,4,2,7,5,20,12,3,2,0,0,-1,0.0,21/09/2016,Atalanta,Palermo,serie_a,0,13
2,0,1.0,0.0,11,10,4,3,2,4,16,12,1,3,1,1,1,1.0,21/09/2016,Bologna,Sampdoria,serie_a,1,16
2,1,2.0,1.0,5,7,3,2,7,9,14,15,2,1,0,0,1,1.0,21/09/2016,Chievo,Sassuolo,serie_a,3,17
0,2,0.0,2.0,9,13,3,4,5,4,14,15,1,4,0,0,-1,-1.0,21/09/2016,Empoli,Inter,serie_a,5,8
0,0,0.0,0.0,12,14,5,3,5,8,16,11,4,2,0,0,0,0.0,21/09/2016,Genoa,Napoli,serie_a,7,12
4,0,3.0,0.0,28,2,13,0,9,0,19,12,1,3,0,0,1,1.0,21/09/2016,Juventus,Cagliari,serie_a,9,2
0,0,0.0,0.0,19,11,4,3,9,4,13,15,3,2,0,2,0,0.0,21/09/2016,Pescara,Torino,serie_a,14,18
4,0,2.0,0.0,20,11,7,3,11,5,12,7,0,1,0,0,1,1.0,21/09/2016,Roma,Crotone,serie_a,15,4
2,2,2.0,1.0,15,7,5,3,4,3,16,15,1,3,0,0,0,1.0,21/09/2016,Udinese,Fiorentina,serie_a,19,6
2,0,2.0,0.0,13,7,5,2,4,2,12,16,2,4,0,0,1,1.0,24/09/2016,Napoli,Chievo,serie_a,12,3
0,1,0.0,0.0,4,15,2,7,2,9,16,10,3,3,0,0,-1,0.0,24/09/2016,Palermo,Juventus,serie_a,13,9
0,0,0.0,0.0,20,12,5,1,6,3,10,12,2,4,0,0,0,0.0,25/09/2016,Fiorentina,Milan,serie_a,6,11
1,1,0.0,0.0,8,12,4,4,1,5,22,10,2,3,2,0,0,0.0,25/09/2016,Genoa,Pescara,serie_a,7,14
1,1,1.0,1.0,22,8,6,3,8,4,12,7,0,4,0,0,0,0.0,25/09/2016,Inter,Bologna,serie_a,8,1
2,0,1.0,0.0,12,9,3,3,5,6,14,7,2,2,0,0,1,1.0,25/09/2016,Lazio,Empoli,serie_a,10,5
1,0,1.0,0.0,12,11,5,3,6,9,14,12,3,2,0,0,1,1.0,25/09/2016,Sassuolo,Udinese,serie_a,17,19
3,1,1.0,0.0,18,21,9,5,7,13,15,12,1,4,0,0,1,1.0,25/09/2016,Torino,Roma,serie_a,18,15
2,1,1.0,0.0,9,18,3,2,3,10,16,15,2,3,0,0,1,1.0,26/09/2016,Cagliari,Sampdoria,serie_a,2,16
1,3,0.0,3.0,10,12,3,8,6,3,21,14,3,1,0,1,-1,-1.0,26/09/2016,Crotone,Atalanta,serie_a,4,0
0,2,0.0,0.0,11,15,2,4,11,5,11,14,1,3,0,0,-1,0.0,01/10/2016,Pescara,Chievo,serie_a,14,3
0,3,0.0,1.0,15,15,3,5,5,9,4,12,2,1,0,0,-1,-1.0,01/10/2016,Udinese,Lazio,serie_a,19,10
1,0,1.0,0.0,10,13,4,3,4,12,11,13,3,3,0,0,1,1.0,02/10/2016,Atalanta,Napoli,serie_a,0,12
0,1,0.0,0.0,6,13,3,4,7,3,8,22,1,3,2,1,-1,0.0,02/10/2016,Bologna,Genoa,serie_a,1,7
2,1,1.0,0.0,14,22,9,8,6,14,14,14,0,4,0,0,1,1.0,02/10/2016,Cagliari,Crotone,serie_a,2,4
0,3,0.0,0.0,6,26,3,11,5,7,21,20,2,1,0,0,-1,0.0,02/10/2016,Empoli,Juventus,serie_a,5,9
4,3,1.0,1.0,15,7,6,5,5,4,10,10,1,5,0,0,1,0.0,02/10/2016,Milan,Sassuolo,serie_a,11,17
2,1,1.0,0.0,19,17,8,5,3,10,9,17,1,2,0,0,1,1.0,02/10/2016,Roma,Inter,serie_a,15,8
1,1,0.0,0.0,23,4,7,2,7,1,9,18,2,5,0,1,0,0.0,02/10/2016,Sampdoria,Palermo,serie_a,16,13
2,1,1.0,0.0,18,13,5,5,6,8,15,12,1,2,0,0,1,1.0,02/10/2016,Torino,Fiorentina,serie_a,18,6
2,1,1.0,1.0,15,8,5,4,4,7,11,11,1,2,0,0,1,0.0,15/10/2016,Juventus,Udinese,serie_a,9,19
1,3,0.0,1.0,21,14,5,6,9,1,5,16,2,3,0,0,-1,-1.0,15/10/2016,Napoli,Roma,serie_a,12,15
1,1,1.0,1.0,10,22,7,9,8,8,9,12,1,1,1,0,0,0.0,15/10/2016,Pescara,Sampdoria,serie_a,14,16
