FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR_code,HTR_code,Date,HomeTeam,AwayTeam,League,HomeTeamCode,AwayTeamCode
2,1,0,0,11,12,6,6,1,8,14,17,3,3,0,0,1,0,19/08/2016,La Coruna,Eibar,la_liga,9,6
1,1,0,0,14,8,4,3,5,3,11,22,2,3,0,0,0,0,19/08/2016,Malaga,Osasuna,la_liga,12,13
6,2,3,1,30,6,12,2,10,2,17,13,1,3,0,0,1,1,20/08/2016,Barcelona,Betis,la_liga,3,4
1,1,0,0,7,12,1,3,7,3,17,11,2,3,0,0,0,0,20/08/2016,Granada,Villarreal,la_liga,8,19
6,4,3,3,16,10,11,7,8,2,8,15,2,2,0,0,1,0,20/08/2016,Sevilla,Espanol,la_liga,15,7
1,1,0,0,27,2,6,1,20,2,7,15,0,4,0,0,0,0,21/08/2016,Ath Madrid,Alaves,la_liga,2,0
0,3,0,2,8,18,0,8,4,7,22,11,2,3,0,0,-1,-1,21/08/2016,Sociedad,Real Madrid,la_liga,16,14
2,1,0,0,12,13,4,4,2,5,18,15,3,3,0,0,1,0,21/08/2016,Sp Gijon,Ath Bilbao,la_liga,17,1
0,1,0,0,10,15,2,6,8,4,5,13,4,1,0,1,-1,0,22/08/2016,Celta,Leganes,la_liga,5,11
2,4,2,3,17,6,8,4,12,1,15,18,2,2,0,0,-1,-1,22/08/2016,Valencia,Las Palmas,la_liga,18,10
0,0,0,0,15,12,5,1,13,2,20,15,0,2,0,0,0,0,26/08/2016,Betis,La Coruna,la_liga,4,9
2,2,1,0,7,9,2,3,3,4,20,17,2,4,0,0,0,1,26/08/2016,Espanol,Malaga,la_liga,7,12
1,0,0,0,13,13,6,3,6,10,13,11,2,2,0,0,1,0,27/08/2016,Eibar,Valencia,la_liga,6,18
0,0,0,0,6,10,1,3,1,8,19,5,3,1,0,0,0,0,27/08/2016,Leganes,Ath Madrid,la_liga,11,2
0,2,0,1,8,5,3,4,10,1,14,14,2,1,0,0,-1,-1,27/08/2016,Osasuna,Sociedad,la_liga,13,16
2,1,0,0,24,8,10,3,7,2,8,11,0,2,0,0,1,0,27/08/2016,Real Madrid,Celta,la_liga,14,5
0,0,0,0,13,7,2,1,4,6,10,12,1,1,0,0,0,0,28/08/2016,Alaves,Sp Gijon,la_liga,0,17
0,1,0,1,9,12,4,3,4,4,20,13,5,4,0,0,-1,-1,28/08/2016,Ath Bilbao,Barcelona,la_liga,1,3
5,1,1,1,15,13,10,2,6,4,8,16,5,1,0,0,1,0,28/08/2016,Las Palmas,Granada,la_liga,10,8
0,0,0,0,12,6,5,0,5,1,16,12,1,3,0,0,0,0,28/08/2016,Villarreal,Sevilla,la_liga,19,15
1,1,0,0,9,4,3,1,11,1,10,10,2,2,0,1,0,0,09/09/2016,Sociedad,Espanol,la_liga,16,7
1,2,0,1,16,5,2,4,13,0,12,12,1,1,0,0,-1,-1,10/09/2016,Barcelona,Alaves,la_liga,3,0
0,4,0,0,9,13,1,6,6,4,13,12,1,2,0,0,-1,0,10/09/2016,Celta,Ath Madrid,la_liga,5,2
0,2,0,2,15,12,2,6,9,7,8,14,2,1,0,0,-1,-1,10/09/2016,Malaga,Villarreal,la_liga,12,19
5,2,3,0,25,10,11,3,6,7,14,14,2,2,0,1,1,1,10/09/2016,Real Madrid,Osasuna,la_liga,14,13
2,1,0,1,16,7,7,4,10,1,15,13,2,4,0,1,1,-1,10/09/2016,Sevilla,Las Palmas,la_liga,15,10
1,2,0,1,15,10,5,8,6,7,7,8,2,0,0,1,-1,-1,11/09/2016,Granada,Eibar,la_liga,8,6
